customer_id,payment_method,monthly_charges,total_charges,total_charges_missing_flag
3254-YRILK,Electronic check,88.2,1775.8,0
6416-YJTTB,Bank transfer (automatic),79.5,795.65,0
2667-WYLWJ,Mailed check,19.75,145.0,0
4472-VESGY,Bank transfer (automatic),98.15,4993.4,0
3195-TQDZX,Electronic check,20.25,61.45,0
3128-YOVTD,Bank transfer (automatic),79.15,4018.55,0
0529-ONKER,Electronic check,75.65,1146.65,0
1728-CXQBE,Electronic check,94.25,6081.4,0
7041-TXQJH,Credit card (automatic),40.2,1478.85,0
5014-GSOUQ,Mailed check,19.95,243.65,0
5724-BIDBU,Electronic check,55.35,2633.95,0
0481-SUMCB,Bank transfer (automatic),102.15,4735.35,0
1769-GRUIK,Electronic check,71.1,1247.75,0
5240-IJOQT,Electronic check,74.7,74.7,0
8819-WFGGJ,Bank transfer (automatic),54.1,3794.5,0
7427-AUFPY,Credit card (automatic),19.65,1008.7,0
2811-POVEX,Bank transfer (automatic),88.45,2130.55,0
1092-GANHU,Electronic check,76.65,1313.55,0
7898-PDWQE,Credit card (automatic),80.4,5727.15,0
9972-EWRJS,Bank transfer (automatic),19.25,1372.9,0
9314-IJWSQ,Electronic check,84.8,1203.9,0
0661-XEYAN,Mailed check,25.8,25.8,0
5799-JRCZO,Credit card (automatic),19.5,1215.1,0
1921-KYSAY,Electronic check,68.6,2877.05,0
6198-RTPMF,Electronic check,92.6,1579.7,0
2924-KHUVI,Electronic check,100.55,5514.95,0
1925-GMVBW,Credit card (automatic),20.55,96.1,0
7881-EVUAD,Electronic check,42.6,72.4,0
6184-DYUOB,Mailed check,19.6,55.25,0
9207-ZPANB,Electronic check,67.45,2443.3,0
5766-XQXMQ,Bank transfer (automatic),68.85,1970.5,0
9327-QSDED,Mailed check,43.55,335.4,0
1656-DRSMG,Credit card (automatic),109.85,7002.95,0
3012-VFFMN,Mailed check,20.65,158.95,0
2984-AFWNC,Electronic check,95.4,293.15,0
0640-YJTPY,Bank transfer (automatic),21.0,1493.75,0
8096-LOIST,Electronic check,56.2,1093.4,0
9764-REAFF,Bank transfer (automatic),18.4,1057.85,0
3703-VAVCL,Credit card (automatic),90.0,190.05,0
7107-UBYKY,Electronic check,25.75,882.55,0
4881-GQJTW,Credit card (automatic),19.6,300.4,0
8519-QJGJD,Electronic check,75.35,1025.95,0
7876-DNYAP,Credit card (automatic),19.8,1436.95,0
7905-NJMXS,Electronic check,64.2,475.0,0
2882-WDTBA,Bank transfer (automatic),75.75,5388.15,0
2091-GPPIQ,Electronic check,78.95,5730.15,0
6326-MTTXK,Electronic check,100.85,819.55,0
5071-FBJFS,Electronic check,50.3,217.1,0
2796-UUZZO,Credit card (automatic),80.3,4896.35,0
2429-AYKKO,Bank transfer (automatic),19.85,1434.1,0
9798-OPFEM,Electronic check,21.1,937.1,0
0330-IVZHA,Electronic check,69.95,330.15,0
3794-NFNCH,Mailed check,50.0,1474.9,0
5193-QLVZB,Bank transfer (automatic),104.75,6536.5,0
7114-AEOZE,Bank transfer (automatic),19.85,1128.1,0
2886-KEFUM,Electronic check,107.5,6873.75,0
5522-NYKPB,Electronic check,85.9,2199.05,0
4237-RLAQD,Mailed check,45.85,45.85,0
9957-YODKZ,Electronic check,80.8,457.1,0
6518-KZXCB,Mailed check,25.25,566.5,0
2245-ADZFJ,Bank transfer (automatic),80.55,2471.6,0
7776-QGYJC,Bank transfer (automatic),81.5,3107.3,0
9313-QOLTZ,Mailed check,20.9,518.3,0
9651-GTSAQ,Bank transfer (automatic),106.1,5769.75,0
3186-BAXNB,Electronic check,91.7,91.7,0
4672-FOTSD,Electronic check,67.25,832.3,0
0637-YLETY,Credit card (automatic),95.6,1555.65,0
9818-XQCUV,Mailed check,20.35,45.3,0
7338-ERIVA,Bank transfer (automatic),45.05,1790.6,0
1157-BQCUW,Electronic check,74.95,74.95,0
8259-NFJTV,Mailed check,34.65,246.6,0
3223-DWFIO,Electronic check,69.35,261.65,0
2660-EMUBI,Electronic check,95.35,898.35,0
6968-GMKPR,Electronic check,81.55,4509.5,0
4751-ERMAN,Bank transfer (automatic),75.4,5480.25,0
1436-ZMJAN,Credit card (automatic),67.8,653.15,0
3292-PBZEJ,Electronic check,111.4,1183.05,0
0799-DDIHE,Electronic check,46.3,639.45,0
3070-FNFZQ,Bank transfer (automatic),20.4,478.75,0
2812-SFXMJ,Mailed check,20.05,20.05,0
7675-OZCZG,Electronic check,45.0,127.1,0
5014-WUQMG,Electronic check,96.1,4391.45,0
5312-TSZVC,Mailed check,19.65,270.6,0
2003-CKLOR,Electronic check,99.5,6710.5,0
0993-OSGPT,Bank transfer (automatic),60.65,3975.9,0
9254-RBFON,Bank transfer (automatic),98.6,1704.95,0
1205-WNWPJ,Mailed check,59.5,415.95,0
9391-EOYLI,Electronic check,80.45,950.2,0
7108-DGVUU,Bank transfer (automatic),71.7,1497.05,0
2782-JEEBU,Mailed check,36.0,780.15,0
5127-BZENZ,Bank transfer (automatic),65.2,3512.15,0
2720-FVBQP,Credit card (automatic),48.95,273.25,0
9906-NHHVC,Bank transfer (automatic),53.5,3517.9,0
4522-XRWWI,Credit card (automatic),80.45,3375.9,0
3766-EJLFL,Bank transfer (automatic),109.05,7508.55,0
5939-SXWHM,Bank transfer (automatic),26.3,1245.05,0
8152-UOBNY,Electronic check,106.8,5347.95,0
7351-KYHQH,Electronic check,64.95,493.65,0
7643-RCHXS,Electronic check,19.35,1263.85,0
8246-SHFGA,Credit card (automatic),21.1,385.55,0
8387-MOJJT,Credit card (automatic),77.95,3384.0,0
0620-XEFWH,Mailed check,18.85,84.2,0
6485-QXWWE,Bank transfer (automatic),26.0,1638.7,0
2761-OCIAX,Electronic check,74.7,165.4,0
7321-VGNKU,Electronic check,70.35,120.25,0
5327-CNLUQ,Bank transfer (automatic),96.9,4473.45,0
7552-KEYGT,Bank transfer (automatic),19.55,520.55,0
5816-JMLGY,Bank transfer (automatic),80.4,5717.85,0
3068-OMWZA,Electronic check,88.8,88.8,0
2927-QRRQV,Electronic check,94.65,4312.5,0
6032-KRXXO,Electronic check,90.25,2755.35,0
7459-RRWQZ,Bank transfer (automatic),64.65,994.55,0
6265-SXWBU,Credit card (automatic),95.75,6511.25,0
7941-RCJOW,Credit card (automatic),19.55,1218.65,0
6374-NTQLP,Credit card (automatic),104.1,7447.7,0
4154-AQUGT,Bank transfer (automatic),89.05,1169.35,0
2387-KDZQY,Mailed check,20.1,279.5,0
3584-WKTTW,Electronic check,111.55,5720.35,0
3399-BMLVW,Credit card (automatic),60.5,3121.45,0
1971-DTCZB,Bank transfer (automatic),90.95,6468.6,0
3092-IGHWF,Electronic check,87.4,5918.8,0
3374-PZLXD,Mailed check,19.7,675.6,0
3813-DHBBB,Bank transfer (automatic),50.95,3521.7,0
2812-REYAT,Bank transfer (automatic),20.05,923.1,0
6518-PPLMZ,Mailed check,19.4,1110.35,0
4939-KYYPY,Electronic check,59.45,1611.65,0
8017-LXHFA,Electronic check,94.75,2293.6,0
5930-GBIWP,Credit card (automatic),81.5,5553.25,0
6022-KOUQO,Bank transfer (automatic),29.05,44.75,0
6352-TWCAU,Electronic check,86.45,3029.1,0
2361-UPSND,Mailed check,70.6,3231.05,0
6035-RIIOM,Bank transfer (automatic),97.2,5129.45,0
2929-QNSRW,Electronic check,98.25,5508.35,0
1262-OPMFY,Bank transfer (automatic),75.75,655.9,0
9504-DSHWM,Bank transfer (automatic),59.2,1191.2,0
5035-BVCXS,Mailed check,75.9,866.4,0
6267-DCFFZ,Electronic check,90.05,2627.2,0
3533-UVMOM,Bank transfer (automatic),70.95,4741.45,0
2439-LYPMQ,Electronic check,102.6,4009.2,0
4248-QPAVC,Bank transfer (automatic),85.35,1463.45,0
1899-VXWXM,Credit card (automatic),106.1,5082.8,0
1478-VPOAD,Electronic check,43.8,43.8,0
9995-HOTOH,Electronic check,59.0,3707.6,0
2988-PLAHS,Electronic check,69.95,220.45,0
1371-OJCEK,Bank transfer (automatic),24.35,1133.7,0
4999-IEZLT,Credit card (automatic),29.45,1983.15,0
8883-ANODQ,Credit card (automatic),84.4,5746.75,0
4690-LLKUA,Electronic check,45.05,770.6,0
2351-RRBUE,Mailed check,20.65,134.05,0
5980-BDHPY,Bank transfer (automatic),87.1,6230.1,0
1498-DQNRX,Mailed check,19.85,573.05,0
9469-WEJBT,Electronic check,90.35,3419.3,0
3331-HQDTW,Mailed check,109.8,3587.25,0
9490-DFPMD,Electronic check,84.65,3541.35,0
2581-VKIRT,Mailed check,65.5,3801.3,0
5442-XSDCW,Bank transfer (automatic),79.5,868.5,0
7426-WEIJX,Electronic check,80.95,4859.1,0
2851-MMUTZ,Mailed check,56.15,1439.35,0
3049-NDXFL,Mailed check,85.8,85.8,0
8580-AECUZ,Electronic check,79.1,79.1,0
3307-TLCUD,Mailed check,34.4,592.75,0
6625-FLENO,Mailed check,20.75,1185.95,0
2967-MXRAV,Mailed check,18.8,18.8,0
7963-GQRMY,Mailed check,44.3,134.5,0
8189-HBVRW,Electronic check,90.8,4921.2,0
4163-KIUHY,Electronic check,25.6,901.25,0
1228-FZFRV,Credit card (automatic),105.95,5341.8,0
3500-NSDOA,Credit card (automatic),70.8,4859.95,0
1171-TYKUR,Electronic check,25.4,1139.2,0
3761-FLYZI,Bank transfer (automatic),108.8,7082.45,0
2058-DCJBE,Electronic check,69.75,324.6,0
5364-XYIRR,Electronic check,94.65,4812.75,0
4829-AUOAX,Bank transfer (automatic),96.05,4399.5,0
1219-NNDDO,Electronic check,76.85,663.55,0
8388-DMKAE,Mailed check,20.25,174.65,0
4403-BWPAY,Credit card (automatic),24.8,321.7,0
9659-QEQSY,Electronic check,115.65,5125.5,0
5405-ZMYXQ,Credit card (automatic),74.6,548.9,0
5047-LHVLY,Mailed check,50.15,50.15,0
1442-OKRJE,Bank transfer (automatic),103.15,7031.3,0
4737-AQCPU,Credit card (automatic),72.1,5016.65,0
9158-VCTQB,Bank transfer (automatic),113.6,4594.95,0
2808-CHTDM,Mailed check,25.1,611.45,0
6311-UEUME,Electronic check,78.9,2384.15,0
0793-TWELN,Electronic check,80.15,319.85,0
3283-WCWXT,Mailed check,25.4,153.3,0
1060-ENTOF,Credit card (automatic),105.4,7035.6,0
0999-QXNSA,Mailed check,45.75,344.2,0
5451-MHQOF,Mailed check,24.45,1431.65,0
4836-WNFNO,Credit card (automatic),25.0,1849.2,0
9225-BZLNZ,Electronic check,85.25,6083.1,0
0354-VXMJC,Credit card (automatic),19.6,426.65,0
4422-QVIJA,Mailed check,50.15,1655.35,0
9365-SRSZE,Electronic check,70.55,1943.9,0
6839-ITVZJ,Electronic check,60.05,1616.15,0
8332-OSJDW,Mailed check,26.4,314.95,0
4735-BJKOU,Mailed check,20.15,804.85,0
0274-JKUJR,Mailed check,58.85,465.7,0
5740-YHGTW,Credit card (automatic),97.55,6669.05,0
8917-SZTTJ,Credit card (automatic),19.65,1161.75,0
1696-MZVAU,Credit card (automatic),25.25,947.75,0
7359-WWYJV,Credit card (automatic),114.45,8375.05,0
0375-HVGXO,Electronic check,34.7,34.7,0
4906-ZHGPK,Electronic check,70.7,3770.0,0
8593-WHYHV,Electronic check,85.3,264.8,0
3795-GWTRD,Credit card (automatic),75.55,4707.85,0
1298-PHBTI,Electronic check,84.8,6152.4,0
6223-DHJGV,Mailed check,20.65,958.1,0
6961-MJKBO,Bank transfer (automatic),20.45,943.0,0
6097-EQISJ,Credit card (automatic),102.45,6615.15,0
4423-YLHDV,Bank transfer (automatic),104.4,2200.25,0
8158-WPEZG,Electronic check,35.65,425.1,0
0107-YHINA,Electronic check,99.75,99.75,0
4918-FYJNT,Electronic check,90.45,5044.8,0
0727-BNRLG,Credit card (automatic),97.65,6743.55,0
4854-CIDCF,Electronic check,73.85,196.4,0
8640-SDGKB,Electronic check,74.4,299.7,0
3280-MRDOF,Credit card (automatic),69.1,2093.9,0
6435-SRWBJ,Electronic check,82.75,417.75,0
9964-WBQDJ,Credit card (automatic),24.4,1725.4,0
6303-KFWSL,Electronic check,55.25,1620.2,0
1702-CCFNJ,Bank transfer (automatic),61.35,3169.55,0
8932-CZHRQ,Credit card (automatic),76.75,5233.25,0
0386-CWRGM,Mailed check,19.4,967.85,0
5515-RUGKN,Credit card (automatic),54.75,438.05,0
0404-AHASP,Credit card (automatic),19.7,1421.9,0
7279-NMVJC,Bank transfer (automatic),19.9,323.15,0
2081-VEYEH,Electronic check,107.95,318.6,0
6407-UTSLV,Bank transfer (automatic),83.8,163.7,0
4116-TZAQJ,Credit card (automatic),74.25,639.65,0
9060-HJJRW,Credit card (automatic),56.4,2928.5,0
2587-YNLES,Mailed check,20.1,100.35,0
7398-SKNQZ,Electronic check,94.9,273.2,0
5935-FCCNB,Electronic check,94.2,1608.15,0
1958-RNRKS,Electronic check,49.9,1441.95,0
5136-RGMZO,Electronic check,71.05,2168.15,0
8345-MVDYC,Bank transfer (automatic),81.65,3618.7,0
8226-BXGES,Bank transfer (automatic),89.45,5692.65,0
3877-JRJIP,Electronic check,59.85,59.85,0
8375-DKEBR,Electronic check,69.6,69.6,0
9705-IOVQQ,Electronic check,99.0,5969.3,0
1015-OWJKI,Mailed check,19.05,19.05,0
7511-YMXVQ,Electronic check,45.4,418.8,0
2040-XBAVJ,Bank transfer (automatic),114.45,8100.55,0
7551-JOHTI,Mailed check,19.5,19.5,0
8887-IPQNC,Mailed check,44.25,313.45,0
8646-JCOMS,Bank transfer (automatic),90.55,6130.95,0
9804-ICWBG,Electronic check,69.9,69.9,0
1222-KJNZD,Bank transfer (automatic),20.4,745.3,0
0106-GHRQR,Bank transfer (automatic),71.4,1212.1,0
5318-IXUZF,Bank transfer (automatic),87.15,183.75,0
3768-VHXQO,Credit card (automatic),24.85,1583.5,0
8952-WCVCD,Bank transfer (automatic),104.45,4162.05,0
2418-TPEUN,Credit card (automatic),19.8,1119.9,0
3963-RYFNS,Bank transfer (automatic),116.45,8013.55,0
3198-VELRD,Bank transfer (automatic),84.75,264.85,0
8540-ZQGEA,Credit card (automatic),20.05,1102.4,0
1320-REHCS,Electronic check,110.75,5832.0,0
4137-JOPHL,Bank transfer (automatic),89.7,4304.5,0
9436-ZBZCT,Electronic check,89.95,1178.4,0
7801-CEDNV,Credit card (automatic),48.7,1421.75,0
2057-BOYKM,Bank transfer (automatic),96.6,6827.5,0
3658-QQJYD,Credit card (automatic),74.3,4698.05,0
1803-BGNBD,Electronic check,54.3,654.5,0
0134-XWXCE,Bank transfer (automatic),74.85,3268.05,0
6950-TWMYB,Bank transfer (automatic),79.95,4362.05,0
5848-FHRFC,Bank transfer (automatic),20.05,1386.9,0
2243-FNMMI,Mailed check,19.4,415.4,0
2511-MORQY,Bank transfer (automatic),54.9,2614.1,0
5356-KZCKT,Credit card (automatic),24.45,1513.6,0
9470-XCCEM,Bank transfer (automatic),89.65,3161.6,0
6519-CFDBX,Electronic check,45.4,80.95,0
3902-MIVLE,Mailed check,75.7,4676.7,0
0409-WTMPL,Credit card (automatic),110.65,6526.65,0
8763-KIAFH,Mailed check,20.55,583.3,0
3669-WHAFY,Credit card (automatic),115.15,8078.1,0
3055-VTCGS,Credit card (automatic),58.55,3503.5,0
3144-KMTWZ,Bank transfer (automatic),93.25,6669.45,0
7279-BUYWN,Electronic check,113.2,4689.5,0
7156-MHUGY,Electronic check,90.5,1201.15,0
7198-GLXTC,Electronic check,79.0,143.65,0
2007-QVGAW,Bank transfer (automatic),19.35,1292.65,0
5207-PLSTK,Mailed check,48.75,48.75,0
2307-FYNNL,Electronic check,109.05,7108.2,0
5605-XNWEN,Bank transfer (automatic),25.0,1802.55,0
2155-AMQRX,Credit card (automatic),54.9,1505.15,0
6181-AXXYF,Credit card (automatic),24.75,1859.1,0
5091-HFAZW,Electronic check,91.15,168.5,0
0516-VRYBW,Bank transfer (automatic),20.15,390.85,0
2519-LBNQL,Electronic check,104.35,6339.45,0
8623-ULFNQ,Electronic check,66.05,1652.4,0
8380-PEFPE,Electronic check,71.65,71.65,0
5687-DKDTV,Mailed check,20.35,77.5,0
1568-LJSZU,Credit card (automatic),92.2,6392.85,0
7530-HDYDS,Credit card (automatic),84.25,3264.5,0
7789-HKSBS,Bank transfer (automatic),105.2,4599.15,0
7416-CKTEP,Bank transfer (automatic),19.6,1134.25,0
2586-CWXVV,Electronic check,30.4,1621.35,0
3096-IZETN,Bank transfer (automatic),78.1,947.3,0
2348-KCJLT,Mailed check,61.5,2722.2,0
8401-EMUWF,Bank transfer (automatic),69.4,3058.3,0
4193-IBKSW,Bank transfer (automatic),24.75,1769.6,0
5377-NDTOU,Mailed check,91.05,6293.75,0
5922-ABDVO,Mailed check,89.65,1761.05,0
2474-LCNUE,Credit card (automatic),73.65,1642.75,0
0839-QNXME,Credit card (automatic),19.4,578.5,0
3506-OVLKD,Bank transfer (automatic),26.2,954.9,0
9172-ANCRX,Electronic check,98.7,973.25,0
6650-VJONK,Bank transfer (automatic),43.85,43.85,0
2178-PMGCJ,Mailed check,69.7,1490.4,0
7492-TAFJD,Mailed check,38.55,280.0,0
2773-MADBQ,Mailed check,53.1,1901.25,0
6016-LVTJQ,Mailed check,20.65,716.4,0
7860-KSUGX,Credit card (automatic),64.45,4720.0,0
8966-KZXXA,Credit card (automatic),25.1,930.95,0
6910-HADCM,Electronic check,76.35,76.35,0
4816-LXZYW,Electronic check,79.15,1676.95,0
9606-PBKBQ,Electronic check,85.0,2642.05,0
5149-QYTTU,Credit card (automatic),95.15,6770.85,0
2070-XYMFH,Mailed check,79.35,1835.3,0
2085-BOJKI,Bank transfer (automatic),96.65,1588.25,0
0817-HSUSE,Electronic check,75.5,75.5,0
5442-PPTJY,Mailed check,19.7,258.35,0
1927-QEWMY,Credit card (automatic),20.5,1502.25,0
1663-MHLHE,Mailed check,19.2,19.2,0
5663-QBGIS,Bank transfer (automatic),98.35,6929.4,0
4450-MDZFX,Bank transfer (automatic),74.35,4453.3,0
6701-DHKWQ,Credit card (automatic),51.35,3244.4,0
7554-AKDQF,Mailed check,45.65,323.45,0
3536-IQCTX,Electronic check,85.3,2661.1,0
4911-BANWH,Credit card (automatic),86.55,2697.4,0
8496-EJAUI,Credit card (automatic),73.85,1424.5,0
0794-YVSGE,Bank transfer (automatic),20.3,1401.15,0
5423-BHIXO,Electronic check,54.2,1739.6,0
6908-VVYHM,Electronic check,90.65,5931.0,0
2959-EEXWB,Bank transfer (automatic),50.9,2333.85,0
1839-UMACK,Electronic check,25.05,949.85,0
3030-YDNRM,Electronic check,74.85,572.45,0
7321-KKSDU,Mailed check,20.5,696.8,0
3402-XRIUO,Mailed check,63.55,1381.8,0
3132-TVFDZ,Electronic check,44.85,2572.95,0
8286-AFUYI,Electronic check,47.95,47.95,0
8080-DDEMJ,Electronic check,45.1,45.1,0
8356-WUAOJ,Electronic check,45.0,45.0,0
6365-MTGZX,Electronic check,96.0,2122.45,0
1349-WXNGG,Bank transfer (automatic),20.05,20.05,0
8058-DMYRU,Electronic check,90.05,4931.8,0
9350-ZXYJC,Credit card (automatic),25.3,116.95,0
6990-YNRIO,Bank transfer (automatic),108.65,6937.95,0
8958-JPTRR,Electronic check,24.3,1261.7,0
6959-GQEGV,Electronic check,75.95,3273.8,0
3173-WSSUE,Credit card (automatic),19.7,1415.85,0
1265-HVPZB,Credit card (automatic),66.4,3958.2,0
4115-UMJFQ,Bank transfer (automatic),35.75,2492.25,0
7369-TRPFD,Mailed check,18.8,279.2,0
1098-KFQEC,Credit card (automatic),19.4,1083.0,0
7190-XHTWJ,Mailed check,19.3,755.5,0
0621-TWIEM,Electronic check,45.55,402.6,0
3537-RYBHH,Credit card (automatic),67.45,3252.0,0
2485-ITVKB,Electronic check,35.1,68.75,0
3669-OYSJI,Credit card (automatic),46.2,46.2,0
1612-EOHDH,Electronic check,45.15,45.15,0
6702-OHFWR,Electronic check,43.3,43.3,0
5296-BFCYD,Mailed check,20.1,936.85,0
4510-PYUSH,Credit card (automatic),57.15,2250.65,0
9359-JANWS,Credit card (automatic),58.9,3857.1,0
7517-SAWMO,Electronic check,73.2,1441.1,0
4143-HHPMK,Electronic check,85.35,4338.6,0
3279-DYZQM,Mailed check,19.45,1378.45,0
7054-LGEQW,Mailed check,45.95,45.95,0
0523-VNGTF,Electronic check,50.5,2566.3,0
9575-IWCAZ,Mailed check,25.1,171.0,0
7105-MXJLL,Mailed check,60.7,1597.4,0
7064-FRRSW,Electronic check,99.0,4744.35,0
7940-UQQUG,Bank transfer (automatic),104.4,6721.6,0
0923-PNFUB,Electronic check,83.75,247.25,0
3961-SXAXY,Bank transfer (automatic),44.05,44.05,0
7010-BRBUU,Credit card (automatic),24.1,1734.65,0
3566-HJGPK,Mailed check,45.55,45.55,0
3062-ICYZQ,Electronic check,93.8,4539.35,0
9938-PRCVK,Bank transfer (automatic),19.7,804.25,0
0973-KYVNF,Credit card (automatic),70.65,5011.15,0
5129-HHMZC,Credit card (automatic),86.45,3574.5,0
9637-CDTKZ,Credit card (automatic),114.1,8086.4,0
3946-JEWRQ,Credit card (automatic),95.2,4563.0,0
7873-CVMAW,Credit card (automatic),88.55,6362.35,0
0463-WZZKO,Credit card (automatic),20.75,67.1,0
3494-JCHRQ,Electronic check,70.05,70.05,0
6474-FVJLC,Electronic check,86.0,165.45,0
4524-QCSSM,Bank transfer (automatic),44.65,1156.55,0
5832-EXGTT,Mailed check,60.2,1834.15,0
8840-DQLGN,Bank transfer (automatic),100.5,3653.35,0
2039-JONDJ,Bank transfer (automatic),55.45,1477.65,0
7217-JYHOQ,Credit card (automatic),70.3,1706.45,0
6695-FRVEC,Bank transfer (automatic),60.4,3953.7,0
4547-LYTDD,Electronic check,72.65,1194.3,0
9894-QMIMJ,Bank transfer (automatic),55.8,1327.85,0
8069-YQQAJ,Mailed check,31.1,419.7,0
6770-XUAGN,Electronic check,21.0,21.0,0
4193-ORFCL,Mailed check,45.1,45.1,0
1636-NTNCO,Credit card (automatic),50.95,207.35,0
3466-WAESX,Electronic check,69.1,1083.7,0
9281-PKKZE,Electronic check,43.95,2007.85,0
3638-VBZTA,Bank transfer (automatic),86.5,5882.75,0
7459-IMVYU,Electronic check,69.95,2657.55,0
7776-QWNFX,Bank transfer (automatic),50.4,1527.5,0
6689-TCZHQ,Electronic check,78.95,378.4,0
8563-OYMQY,Credit card (automatic),90.95,1612.2,0
0754-EEBDC,Mailed check,19.9,76.65,0
5777-ZPQNC,Electronic check,20.15,260.7,0
1951-IEYXM,Credit card (automatic),90.6,6441.85,0
3318-NMQXL,Electronic check,92.0,266.8,0
3143-ILDAL,Electronic check,94.45,5124.6,0
1022-RKXDR,Mailed check,24.85,962.25,0
2361-FJWNO,Credit card (automatic),36.0,1382.9,0
2272-UOINI,Electronic check,78.5,571.05,0
8232-UTFOZ,Credit card (automatic),19.95,1399.35,0
3750-YHRYO,Mailed check,20.65,150.0,0
6637-KYRCV,Electronic check,30.5,167.2,0
5668-MEISB,Credit card (automatic),106.1,7657.4,0
0129-QMPDR,Bank transfer (automatic),20.5,865.05,0
7188-CBBBA,Electronic check,95.5,6153.85,0
5356-CSVSQ,Electronic check,64.6,174.2,0
3221-CJMSG,Credit card (automatic),51.1,1269.6,0
4720-VSTSI,Bank transfer (automatic),84.8,3862.55,0
3219-JQRSL,Credit card (automatic),89.1,6352.4,0
2801-NISEI,Electronic check,54.95,1348.5,0
3946-MHCZW,Mailed check,50.9,50.9,0
4623-ZKHLY,Bank transfer (automatic),20.45,471.55,0
6732-VAILE,Credit card (automatic),85.95,5931.75,0
8201-AAXCB,Electronic check,60.35,1404.65,0
7696-CFTAT,Bank transfer (automatic),19.8,726.1,0
1845-CSBRZ,Bank transfer (automatic),85.35,1961.6,0
2123-VSCOT,Bank transfer (automatic),72.1,4194.85,0
6651-AZVTJ,Electronic check,99.8,4872.45,0
4566-GOLUK,Bank transfer (automatic),107.35,5118.95,0
2484-DGXPZ,Mailed check,19.55,658.95,0
2018-QKYGT,Electronic check,81.05,81.05,0
2792-VPPET,Electronic check,20.5,76.95,0
7409-JURKQ,Bank transfer (automatic),111.8,5809.75,0
3247-MHJKM,Mailed check,20.2,20.2,0
1964-SVLEA,Mailed check,19.7,415.9,0
4587-NUKOX,Electronic check,79.1,246.5,0
7297-DVYGA,Bank transfer (automatic),19.85,996.95,0
2239-CGBUZ,Bank transfer (automatic),60.5,3145.15,0
0854-UYHZD,Mailed check,19.55,265.3,0
7243-LCGGZ,Mailed check,20.9,20.9,0
8267-KFGYD,Mailed check,21.05,21.05,0
4890-VMUAV,Electronic check,71.5,4576.3,0
9261-WDCAF,Mailed check,54.65,189.1,0
3764-MNMOI,Credit card (automatic),19.2,908.15,0
7442-YGZFK,Credit card (automatic),49.8,49.8,0
0420-BWTPW,Mailed check,25.5,215.2,0
8229-BUJHX,Bank transfer (automatic),20.5,1500.95,0
7449-HVPIV,Credit card (automatic),90.4,5099.15,0
5504-WSIUR,Bank transfer (automatic),90.25,6385.95,0
8183-ONMXC,Electronic check,80.75,159.45,0
8466-PZBLH,Bank transfer (automatic),104.6,6885.75,0
9614-RMGHA,Bank transfer (automatic),91.85,5940.85,0
8735-IJJEG,Credit card (automatic),50.2,668.85,0
0564-MUUQK,Bank transfer (automatic),95.5,1916.2,0
5054-IEXZT,Electronic check,75.35,75.35,0
5834-ASPWA,Electronic check,75.45,75.45,0
0701-RFGFI,Bank transfer (automatic),95.4,4613.95,0
0019-EFAEP,Bank transfer (automatic),101.3,7261.25,0
5619-PTMIK,Electronic check,53.1,2459.8,0
3737-XBQDD,Bank transfer (automatic),84.85,2048.8,0
5882-CMAZQ,Electronic check,34.25,163.55,0
5846-QFDFI,Credit card (automatic),88.6,2888.7,0
4445-KWOKW,Bank transfer (automatic),60.15,2421.6,0
3511-APPBJ,Credit card (automatic),99.95,2292.75,0
7967-HYCDE,Bank transfer (automatic),70.7,553.4,0
2430-RRYUW,Mailed check,54.8,3465.7,0
3948-XHGNA,Bank transfer (automatic),49.55,1210.4,0
3723-BFBGR,Credit card (automatic),54.8,1291.3,0
0565-IYCGT,Credit card (automatic),78.6,5356.45,0
5447-WZAFP,Mailed check,100.3,5200.8,0
5110-CHOPY,Electronic check,53.6,3237.05,0
5445-UTODQ,Electronic check,81.1,576.65,0
4425-OWHWB,Credit card (automatic),19.35,433.75,0
7892-QVYKW,Electronic check,85.6,1868.4,0
9675-ICXCT,Electronic check,80.8,5728.55,0
1024-VRZHF,Electronic check,74.95,825.7,0
4703-MQYKT,Mailed check,19.6,390.4,0
9497-QCMMS,Electronic check,93.55,93.55,0
5692-ICXLW,Electronic check,90.7,2845.15,0
0602-DDUML,Mailed check,69.75,3894.4,0
2208-MPXIO,Bank transfer (automatic),20.0,886.4,0
1960-UYCNN,Electronic check,95.25,1021.55,0
0348-SDKOL,Credit card (automatic),102.1,5885.4,0
3190-FZATL,Mailed check,19.95,268.4,0
7336-RLLRH,Mailed check,80.85,2204.35,0
4373-MAVJG,Bank transfer (automatic),90.9,1259.0,0
8901-HJXTF,Mailed check,29.2,309.1,0
7710-JSYOA,Bank transfer (automatic),93.3,6398.05,0
5419-KLXBN,Bank transfer (automatic),89.15,2257.75,0
3424-NMNBO,Electronic check,108.85,6287.25,0
9885-MFVSU,Credit card (automatic),46.35,1662.05,0
4514-GFCFI,Electronic check,84.75,1350.15,0
0607-MVMGC,Credit card (automatic),78.75,3600.65,0
3365-SAIGS,Electronic check,83.55,1329.15,0
9828-AOQLM,Electronic check,45.7,45.7,0
8022-BECSI,Mailed check,19.6,422.5,0
8000-REIQB,Electronic check,69.95,69.95,0
9993-LHIEB,Mailed check,67.85,4627.65,0
0266-CLZKZ,Bank transfer (automatic),105.65,6717.9,0
7615-ESMYF,Electronic check,44.6,97.1,0
