customer_id,contract,paperless_billing,churn
7190-XHTWJ,One year,No,No
0621-TWIEM,Month-to-month,Yes,Yes
3537-RYBHH,Month-to-month,Yes,No
2485-ITVKB,Month-to-month,Yes,Yes
3669-OYSJI,Month-to-month,No,Yes
1612-EOHDH,Month-to-month,No,Yes
6702-OHFWR,Month-to-month,Yes,Yes
5296-BFCYD,Two year,Yes,No
4510-PYUSH,Month-to-month,Yes,Yes
9359-JANWS,Two year,No,No
7517-SAWMO,Month-to-month,Yes,Yes
4143-HHPMK,Month-to-month,Yes,Yes
3279-DYZQM,Two year,No,No
7054-LGEQW,Month-to-month,No,Yes
0523-VNGTF,Month-to-month,Yes,No
9575-IWCAZ,One year,No,No
7105-MXJLL,One year,No,No
7064-FRRSW,One year,Yes,No
7940-UQQUG,One year,Yes,No
0923-PNFUB,Month-to-month,No,Yes
3961-SXAXY,Month-to-month,Yes,No
7010-BRBUU,Two year,No,No
3566-HJGPK,Month-to-month,Yes,No
3062-ICYZQ,Month-to-month,Yes,No
9938-PRCVK,Two year,No,No
0973-KYVNF,Two year,Yes,No
5129-HHMZC,Two year,No,No
9637-CDTKZ,Two year,Yes,No
3946-JEWRQ,One year,Yes,No
7873-CVMAW,Two year,No,No
0463-WZZKO,Month-to-month,Yes,No
3494-JCHRQ,Month-to-month,Yes,Yes
6474-FVJLC,Month-to-month,Yes,Yes
4524-QCSSM,Month-to-month,Yes,No
5832-EXGTT,Month-to-month,Yes,No
8840-DQLGN,Month-to-month,Yes,Yes
2039-JONDJ,One year,No,No
7217-JYHOQ,Month-to-month,Yes,No
6695-FRVEC,Two year,Yes,No
4547-LYTDD,Month-to-month,No,Yes
9894-QMIMJ,One year,No,No
8069-YQQAJ,Month-to-month,Yes,No
6770-XUAGN,Month-to-month,Yes,Yes
4193-ORFCL,Month-to-month,No,Yes
1636-NTNCO,Month-to-month,Yes,No
3466-WAESX,Month-to-month,Yes,No
9281-PKKZE,Month-to-month,Yes,No
3638-VBZTA,Two year,Yes,No
7459-IMVYU,Month-to-month,No,No
7776-QWNFX,Month-to-month,Yes,Yes
6689-TCZHQ,Month-to-month,No,Yes
8563-OYMQY,Month-to-month,Yes,No
0754-EEBDC,Two year,No,No
5777-ZPQNC,One year,No,No
1951-IEYXM,Two year,Yes,No
3318-NMQXL,Month-to-month,Yes,No
3143-ILDAL,Month-to-month,Yes,Yes
1022-RKXDR,One year,Yes,No
2361-FJWNO,One year,No,No
2272-UOINI,Month-to-month,Yes,No
8232-UTFOZ,Two year,No,No
3750-YHRYO,One year,No,No
6637-KYRCV,Month-to-month,Yes,No
5668-MEISB,Two year,No,No
0129-QMPDR,One year,Yes,No
7188-CBBBA,One year,Yes,No
5356-CSVSQ,Month-to-month,No,No
3221-CJMSG,Month-to-month,Yes,No
4720-VSTSI,Month-to-month,Yes,Yes
3219-JQRSL,Two year,No,No
2801-NISEI,Month-to-month,No,No
3946-MHCZW,Month-to-month,No,Yes
4623-ZKHLY,Month-to-month,Yes,No
6732-VAILE,Two year,Yes,No
8201-AAXCB,Month-to-month,No,No
7696-CFTAT,Two year,No,No
1845-CSBRZ,Month-to-month,No,No
2123-VSCOT,Two year,Yes,No
6651-AZVTJ,Month-to-month,Yes,Yes
4566-GOLUK,Month-to-month,Yes,Yes
2484-DGXPZ,Month-to-month,Yes,Yes
2018-QKYGT,Month-to-month,Yes,No
2792-VPPET,Month-to-month,Yes,No
7409-JURKQ,One year,Yes,No
3247-MHJKM,Month-to-month,No,No
1964-SVLEA,One year,Yes,No
4587-NUKOX,Month-to-month,Yes,Yes
7297-DVYGA,One year,Yes,No
2239-CGBUZ,One year,Yes,No
0854-UYHZD,Two year,No,No
7243-LCGGZ,Month-to-month,No,No
8267-KFGYD,Month-to-month,Yes,No
4890-VMUAV,One year,No,No
9261-WDCAF,Month-to-month,No,No
3764-MNMOI,Two year,No,No
7442-YGZFK,Month-to-month,Yes,No
0420-BWTPW,Month-to-month,No,Yes
8229-BUJHX,Two year,No,No
7449-HVPIV,Month-to-month,Yes,No
5504-WSIUR,One year,Yes,No
8183-ONMXC,Month-to-month,No,Yes
8466-PZBLH,Two year,No,No
9614-RMGHA,Month-to-month,Yes,Yes
8735-IJJEG,Month-to-month,No,No
0564-MUUQK,Month-to-month,Yes,No
5054-IEXZT,Month-to-month,Yes,Yes
5834-ASPWA,Month-to-month,Yes,Yes
0701-RFGFI,Month-to-month,Yes,No
0019-EFAEP,Two year,Yes,No
5619-PTMIK,Month-to-month,No,No
3737-XBQDD,Month-to-month,Yes,No
5882-CMAZQ,Month-to-month,No,No
5846-QFDFI,Month-to-month,No,No
4445-KWOKW,One year,Yes,No
3511-APPBJ,One year,Yes,No
7967-HYCDE,Month-to-month,No,No
2430-RRYUW,One year,Yes,No
3948-XHGNA,Month-to-month,Yes,Yes
3723-BFBGR,Month-to-month,No,No
0565-IYCGT,One year,Yes,Yes
5447-WZAFP,One year,Yes,No
5110-CHOPY,Two year,No,No
5445-UTODQ,Month-to-month,Yes,Yes
4425-OWHWB,One year,Yes,No
7892-QVYKW,Month-to-month,No,No
9675-ICXCT,Two year,Yes,No
1024-VRZHF,Month-to-month,Yes,Yes
4703-MQYKT,Two year,No,No
9497-QCMMS,Month-to-month,Yes,Yes
5692-ICXLW,Month-to-month,Yes,No
0602-DDUML,Two year,No,No
2208-MPXIO,Two year,Yes,No
1960-UYCNN,Month-to-month,Yes,No
0348-SDKOL,Month-to-month,Yes,Yes
3190-FZATL,Month-to-month,No,No
7336-RLLRH,One year,No,No
4373-MAVJG,Month-to-month,Yes,Yes
8901-HJXTF,Month-to-month,No,Yes
7710-JSYOA,Two year,Yes,No
5419-KLXBN,Month-to-month,Yes,Yes
3424-NMNBO,One year,Yes,Yes
9885-MFVSU,Two year,Yes,No
4514-GFCFI,Month-to-month,Yes,Yes
0607-MVMGC,One year,No,No
3365-SAIGS,Month-to-month,Yes,No
9828-AOQLM,Month-to-month,Yes,Yes
8022-BECSI,One year,No,No
8000-REIQB,Month-to-month,Yes,Yes
9993-LHIEB,Two year,No,No
0266-CLZKZ,Two year,Yes,No
7615-ESMYF,Month-to-month,No,Yes
3858-VOBET,Month-to-month,Yes,Yes
7020-OZKXZ,Month-to-month,No,No
3977-QCRSL,Month-to-month,No,No
0017-DINOC,Two year,No,No
1447-PJGGA,Two year,Yes,Yes
8565-CLBZW,Month-to-month,Yes,Yes
9139-WQQDY,One year,No,Yes
0224-HJAPT,Month-to-month,No,Yes
8086-OVPWV,Month-to-month,Yes,Yes
9430-FRQOC,Month-to-month,Yes,Yes
7639-OPLNG,Two year,Yes,No
3074-GQWYX,Month-to-month,Yes,Yes
1492-QGCLU,Month-to-month,No,No
6845-RGTYS,Month-to-month,Yes,Yes
7328-OWMOM,One year,No,No
4418-LZMSV,Month-to-month,No,No
5155-AZQPB,Month-to-month,No,No
8861-HGGKB,Month-to-month,No,Yes
1087-GRUYI,Two year,No,No
7065-YUNRY,Month-to-month,Yes,Yes
7694-VLBWQ,One year,No,Yes
2546-KZAAT,One year,Yes,No
0181-RITDD,Two year,No,No
5989-PGKJB,Month-to-month,Yes,No
4795-KTRTH,Month-to-month,Yes,Yes
8272-ONJLV,One year,No,No
1488-PBLJN,Two year,Yes,No
0308-GIQJT,One year,No,No
3778-FOAQW,One year,No,No
4452-ROHMO,Two year,No,No
6481-OGDOO,One year,Yes,Yes
3090-LETTY,Month-to-month,No,No
5349-AZPEW,Month-to-month,No,No
3753-TSEMP,Month-to-month,No,Yes
8305-VHZBZ,Month-to-month,Yes,Yes
9720-JJJOR,One year,Yes,No
8100-HZZLJ,Month-to-month,Yes,No
8775-ERLNB,Month-to-month,No,No
8309-IEYJD,Month-to-month,Yes,No
9172-JITSM,Month-to-month,Yes,Yes
6298-QDFNH,Month-to-month,Yes,Yes
7398-HPYZQ,Two year,No,No
3546-GHEAE,Two year,No,No
7361-YPXFS,Month-to-month,No,No
6557-BZXLQ,Month-to-month,No,No
2550-QHZGP,One year,No,No
7519-JTWQH,Two year,Yes,No
2538-OIMXF,Month-to-month,No,No
8543-MSDMF,Month-to-month,Yes,No
9961-JBNMK,Month-to-month,Yes,Yes
1170-SASML,Month-to-month,Yes,No
4872-JCVCA,Two year,Yes,No
5346-BZCHP,Two year,No,No
2038-LLMLM,Month-to-month,Yes,No
6173-ITPWD,Month-to-month,Yes,Yes
9734-UYXQI,Month-to-month,Yes,Yes
1216-BGTSP,Month-to-month,Yes,No
4138-NAXED,Month-to-month,No,No
2189-UXTKY,Month-to-month,Yes,Yes
0744-BIKKF,Two year,No,No
7483-IQWIB,Month-to-month,Yes,No
5248-KWLAR,Two year,No,No
4958-GZWIY,Month-to-month,No,Yes
7996-MHXLW,Two year,Yes,No
7833-PKIHD,One year,Yes,No
7061-OVMIM,One year,No,No
5153-RTHKF,Month-to-month,No,No
1852-QSWCD,Two year,Yes,No
4832-VRBMR,One year,Yes,No
9079-LWTFD,Month-to-month,No,No
6356-ELRKD,Month-to-month,Yes,Yes
8624-GIOUT,Month-to-month,Yes,Yes
3392-EHMNK,Two year,No,No
5986-WWXDV,One year,No,No
3061-BCKYI,Month-to-month,No,No
6179-GJPSO,Month-to-month,Yes,Yes
7901-TBKJX,Month-to-month,Yes,No
7228-PAQPD,One year,No,No
3177-LASXD,Month-to-month,No,Yes
7746-QYVCO,One year,Yes,No
5804-HYIEZ,Month-to-month,Yes,No
9919-FZDED,Two year,Yes,No
5934-TSSAU,Month-to-month,Yes,No
3486-KHMLI,Month-to-month,No,No
4897-QSUYC,Month-to-month,Yes,Yes
1084-UQCHV,Month-to-month,No,Yes
8290-YWKHZ,Month-to-month,Yes,Yes
2955-BJZHG,Month-to-month,No,Yes
3806-DXQOM,Month-to-month,Yes,Yes
6784-XYJAE,One year,No,No
3933-DQPWX,Two year,No,No
6661-EIPZC,Month-to-month,Yes,No
8957-THMOA,Two year,No,No
2251-PYLPB,Two year,No,No
5555-RNPGT,Month-to-month,No,No
1057-FOGLZ,Month-to-month,No,No
9300-RENDD,Month-to-month,Yes,Yes
0761-AETCS,Month-to-month,No,Yes
8087-LGYHQ,Month-to-month,Yes,No
4137-BTIKL,Month-to-month,No,No
2190-BCXEC,Month-to-month,Yes,No
6227-FBDXH,One year,No,No
2153-MREFK,One year,Yes,Yes
2911-WDXMV,Month-to-month,Yes,No
7206-PQBBZ,Month-to-month,Yes,No
3106-ULWFW,Month-to-month,Yes,Yes
0925-VYDLG,Month-to-month,No,Yes
4547-FZJWE,One year,No,No
7422-WNBTY,Month-to-month,Yes,No
0842-IWYCP,Month-to-month,No,No
3521-HTQTV,Two year,No,No
3744-ZBHON,Month-to-month,No,No
3373-DIUUN,Two year,No,No
8383-SGHJU,One year,No,No
7607-QKKTJ,One year,Yes,No
7707-PYBBH,Month-to-month,Yes,No
8984-HPEMB,Two year,Yes,No
4349-GFQHK,Month-to-month,No,Yes
4139-DETXS,Two year,No,No
9779-DPNEJ,Month-to-month,Yes,No
9805-FILKB,One year,Yes,No
5793-YOLJN,Two year,No,No
0673-IGUQO,Month-to-month,No,No
4123-FCVCB,One year,Yes,No
8819-IMISP,Month-to-month,Yes,No
7802-EFKNY,Month-to-month,Yes,Yes
8311-UEUAB,Two year,Yes,No
5858-EAFCZ,Month-to-month,No,No
8035-BUYVG,One year,Yes,Yes
1163-ONYEY,Month-to-month,Yes,No
9787-XVQIU,Month-to-month,Yes,Yes
8945-MUQUF,One year,Yes,Yes
5656-MJEFC,Two year,No,No
6082-OQFBA,One year,No,No
8051-HJRLT,Month-to-month,Yes,Yes
8974-OVACP,Month-to-month,No,No
4010-YLMVT,Month-to-month,Yes,No
1379-FRVEB,Month-to-month,Yes,No
8612-GXIDD,Two year,Yes,No
6288-CHQJB,Two year,No,No
8160-HOWOX,Month-to-month,Yes,No
3023-GFLBR,Month-to-month,No,Yes
6648-INWPS,Month-to-month,No,No
4223-BKEOR,One year,No,No
4079-VTGLK,Two year,No,No
1763-WQFUK,Month-to-month,Yes,No
1391-UBDAR,Month-to-month,No,No
8894-JVDCV,One year,Yes,No
2023-VQFDL,Month-to-month,No,No
1345-GKDZZ,Month-to-month,No,No
2014-MKGMH,One year,Yes,No
5628-FCGYG,Month-to-month,Yes,No
2560-WBWXF,Two year,Yes,No
0248-IPDFW,Month-to-month,Yes,No
7978-DKUQH,Month-to-month,Yes,No
4335-UPJSI,Two year,No,No
0524-IAVZO,Month-to-month,Yes,Yes
2737-YNGYW,Month-to-month,No,Yes
1784-EZDKJ,One year,Yes,No
9297-FVVDH,Two year,Yes,No
8007-YYPWD,Two year,No,No
7101-HRBLJ,Two year,Yes,No
5159-YFPKQ,Month-to-month,Yes,Yes
6635-CPNUN,Month-to-month,No,No
4021-RQSNY,Month-to-month,Yes,Yes
5453-YBTWV,Two year,Yes,No
5039-LZRQT,One year,No,No
2931-VUVJN,One year,Yes,No
9061-TIHDA,Month-to-month,Yes,Yes
8699-ASUFO,Month-to-month,Yes,Yes
6418-PIQSP,Two year,No,No
8220-OCUFY,One year,Yes,No
3995-WFCSM,Month-to-month,No,No
1895-QTKDO,Month-to-month,No,No
2038-OEQZH,Month-to-month,No,No
1178-PZGAB,One year,No,No
7927-AUXBZ,Month-to-month,No,Yes
2626-VEEWG,Two year,Yes,No
2878-RMWXY,Two year,Yes,No
1657-DYMBM,Two year,No,No
7311-MQJCH,One year,No,No
7375-WMVMT,Two year,Yes,No
1136-XGEQU,One year,Yes,No
2530-FMFXO,Two year,Yes,No
6844-DZKRF,Month-to-month,Yes,No
4695-WJZUE,Month-to-month,Yes,Yes
7619-ODSGN,Month-to-month,No,Yes
5970-GHJAW,Two year,No,No
8879-XUAHX,Two year,Yes,No
3689-MOZGR,Month-to-month,Yes,No
4195-PNGZS,Two year,No,No
5003-XZWWO,Two year,No,No
3988-RQIXO,Month-to-month,Yes,Yes
7622-FWGEW,Two year,Yes,No
6922-NCEDI,One year,Yes,No
2514-GINMM,Month-to-month,Yes,Yes
9891-NQDBD,One year,No,No
6131-IUNXN,Month-to-month,No,No
8548-AWOFC,Month-to-month,No,No
9798-DRYDS,One year,Yes,No
8532-UEFWH,Two year,No,No
6296-DDOOR,One year,No,No
7951-VRDVK,One year,No,No
5931-FLJJF,Month-to-month,Yes,Yes
4815-YOSUK,One year,Yes,No
2659-VXMWZ,One year,Yes,Yes
0380-NEAVX,One year,Yes,No
3207-OYBWH,Month-to-month,Yes,Yes
4285-GYRQC,Month-to-month,Yes,Yes
7216-EWTRS,Month-to-month,Yes,Yes
4365-MSDYN,Month-to-month,Yes,No
7036-TYDEC,Two year,No,No
5802-ADBRC,One year,Yes,No
8076-FEZKJ,One year,No,No
5197-YPYBZ,Two year,No,No
8337-MSSXB,Month-to-month,Yes,Yes
4312-GVYNH,Two year,Yes,No
8495-LJDFO,Month-to-month,Yes,No
0839-JTCUD,Two year,No,No
5494-WOZRZ,Two year,Yes,No
1302-UHBDD,Month-to-month,No,No
2234-EOFPT,Two year,Yes,No
8619-IJNDK,Two year,No,No
8378-LKJAF,Month-to-month,Yes,No
8182-BJDSI,Month-to-month,Yes,Yes
2528-HFYZX,Month-to-month,Yes,Yes
1153-GNOLC,One year,Yes,No
3298-QEICA,Two year,No,No
0788-DXBFY,One year,Yes,No
3597-YASZG,Two year,Yes,No
3496-LFSZU,Month-to-month,No,No
5242-UOWHD,Two year,No,No
2482-CZGBB,Month-to-month,Yes,Yes
6479-SZPLM,Two year,No,No
8097-VBQTZ,Month-to-month,Yes,No
4500-HKANN,Two year,No,No
9917-KWRBE,One year,Yes,No
3420-ZDBMA,Month-to-month,Yes,No
2212-LYASK,One year,Yes,No
1393-IMKZG,Month-to-month,Yes,No
8069-RHUXK,Two year,No,No
3398-GCPMU,Two year,Yes,No
2908-WGAXL,Two year,Yes,No
3378-AJRAO,One year,No,No
1013-QCWAM,Month-to-month,Yes,No
0866-QLSIR,One year,Yes,Yes
6050-FFXES,Two year,No,No
7181-BQYBV,Month-to-month,Yes,Yes
0362-RAOQO,Two year,No,No
9554-DFKIC,Month-to-month,Yes,No
5527-ACHSO,Month-to-month,No,No
0829-DDVLK,One year,No,No
1399-UBQIU,Month-to-month,Yes,No
1813-JLKWR,One year,No,No
0336-PIKEI,Two year,No,No
7322-OCWHC,Two year,Yes,No
9537-VHDTA,Month-to-month,No,No
4957-TIALW,One year,No,No
2054-PJOCK,One year,No,No
9150-HEPMB,One year,No,No
9030-QGZNL,Two year,No,No
6204-IEUXJ,Month-to-month,No,Yes
3126-WQMGH,Month-to-month,Yes,No
4529-CKBCL,Month-to-month,Yes,Yes
2506-CLAKW,Month-to-month,Yes,Yes
7176-WRTNX,Two year,Yes,No
1583-IHQZE,Month-to-month,Yes,Yes
5732-IKGQH,One year,Yes,No
9239-GZHZE,Two year,Yes,No
7205-BAIAD,Two year,Yes,No
0151-ONTOV,Month-to-month,No,Yes
4140-MUHUG,Month-to-month,Yes,Yes
0093-EXYQL,Month-to-month,Yes,No
8064-RAVOH,Month-to-month,Yes,No
0219-QAERP,One year,No,No
0320-JDNQG,Month-to-month,Yes,Yes
7180-PISOG,Month-to-month,Yes,Yes
9168-INPSZ,Month-to-month,No,No
3571-RFHAR,Month-to-month,Yes,Yes
0015-UOCOJ,Month-to-month,Yes,No
5334-AFQJB,Two year,Yes,No
2754-SDJRD,Month-to-month,Yes,No
9578-VRMNM,Month-to-month,Yes,Yes
1587-FKLZB,Month-to-month,Yes,Yes
6140-QNRQQ,Month-to-month,Yes,Yes
8963-JLGJT,Month-to-month,No,No
4307-KTUMW,Month-to-month,No,Yes
1465-LNTLJ,Month-to-month,Yes,No
5440-FLBQG,Two year,Yes,Yes
2135-DQWAQ,Month-to-month,Yes,No
4056-QHXHZ,Two year,No,No
7470-MCQTK,Month-to-month,Yes,Yes
7488-MXJIV,Month-to-month,Yes,Yes
7401-JIXNM,Two year,No,No
9339-FIIJL,Two year,No,No
2027-FECZV,Month-to-month,Yes,Yes
2672-DZUOY,Month-to-month,Yes,Yes
4706-DGAHW,Month-to-month,No,No
3870-MQAMG,One year,No,Yes
6670-MFRPK,Two year,Yes,No
6177-PEVRA,Two year,No,No
4800-CZMPC,One year,Yes,Yes
4813-HQMGZ,Month-to-month,Yes,No
7579-KKLOE,Two year,Yes,No
7377-DMMRI,Month-to-month,Yes,Yes
8402-EIVQS,One year,Yes,No
4947-DSMXK,Month-to-month,Yes,No
7245-NIIWQ,Month-to-month,Yes,No
0002-ORFBO,One year,Yes,No
3324-OIRTO,One year,Yes,No
5414-OFQCB,Two year,Yes,No
4967-WPNCF,Two year,Yes,No
8552-OBVRU,Month-to-month,Yes,No
8499-BRXTD,One year,No,No
9154-QDGTH,One year,Yes,No
8197-BFWVU,Two year,Yes,No
2577-GVSIL,One year,Yes,No
9367-OIUXP,Month-to-month,No,No
6770-UAYGJ,Two year,No,No
6463-HHXJR,Two year,No,No
7928-VJYAB,Month-to-month,No,No
1187-WILMM,Two year,Yes,No
9776-OJUZI,Month-to-month,Yes,No
1306-RPWXZ,Two year,No,No
8949-JTMAY,Month-to-month,Yes,Yes
2774-LVQUS,Month-to-month,Yes,Yes
3097-PYWXL,Month-to-month,Yes,No
2266-SJNAT,One year,No,No
0869-PAPRP,Month-to-month,Yes,No
4238-JSSWH,Month-to-month,No,No
2972-YDYUW,One year,No,No
1104-FEJAM,Month-to-month,No,No
2809-ILCYT,One year,Yes,No
5499-ECUTN,One year,Yes,No
4981-FLTMF,Month-to-month,No,No
9121-PHQSR,Month-to-month,Yes,No
3113-IWHLC,Month-to-month,Yes,No
3211-ILJTT,Month-to-month,Yes,Yes
4612-THJBS,One year,Yes,Yes
4277-BWBML,Two year,No,No
4094-NSEDU,Month-to-month,Yes,Yes
0234-TEVTT,One year,No,No
4304-TSPVK,Two year,No,No
1552-AAGRX,Month-to-month,No,No
2637-FKFSY,Month-to-month,Yes,No
9796-MVYXX,Two year,No,No
7874-ECPQJ,Month-to-month,Yes,No
0020-INWCK,Two year,Yes,No
7089-RKVSZ,One year,No,No
2683-JXWQQ,Month-to-month,No,No
9548-ZMVTX,Two year,No,No
8739-XNIKG,Month-to-month,Yes,No
9755-JHNMN,Two year,No,No
3981-QSVQI,Month-to-month,Yes,No
2789-HQBOU,Month-to-month,Yes,No
9424-CMPOG,Two year,No,No
5067-WJEUN,Two year,Yes,No
3450-WXOAT,Month-to-month,Yes,No
9251-WNSOD,One year,No,No
6974-DAFLI,One year,No,No
2616-UUTFK,Month-to-month,Yes,No
7064-JHXCE,Two year,No,No
5103-MHMHY,Month-to-month,No,Yes
7989-AWGEH,Month-to-month,Yes,No
4373-VVHQL,Month-to-month,Yes,No
4559-UWIHT,Month-to-month,Yes,No
7268-IGMFD,Month-to-month,No,No
1846-XWOQN,Month-to-month,Yes,Yes
0235-KGSLC,Month-to-month,Yes,Yes
6650-BWFRT,Two year,Yes,No
9570-KYEUA,Two year,No,No
6993-YGFJV,Two year,Yes,No
2712-SYWAY,Month-to-month,Yes,No
0730-BGQGF,Two year,No,No
5498-IBWPI,One year,Yes,No
9101-NTIXF,Month-to-month,No,No
0013-SMEOE,Two year,Yes,No
9314-QDMDW,One year,Yes,No
9308-ANMVE,Month-to-month,Yes,No
2884-GBPFB,Month-to-month,Yes,Yes
3757-NJYBX,Month-to-month,No,Yes
3413-DHLPB,Month-to-month,Yes,No
7649-PHJVR,One year,No,No
6114-TCFID,One year,No,No
3787-TRIAL,Month-to-month,Yes,No
2573-GYRUU,Month-to-month,Yes,No
5156-UMKOW,Month-to-month,No,No
1247-QBVSH,Month-to-month,No,No
6734-GMPVK,Month-to-month,No,No
9822-OAOVB,Month-to-month,Yes,No
6161-ERDGD,One year,No,No
1226-JZNKR,One year,No,No
7318-EIVKO,Month-to-month,Yes,No
3771-PZOBW,Month-to-month,Yes,No
5136-KCKGI,One year,Yes,Yes
8231-BSWXX,One year,Yes,No
6486-LHTMA,One year,Yes,No
4083-BFNYK,One year,No,No
3722-WPXTK,Month-to-month,Yes,Yes
7389-KBFIT,Month-to-month,Yes,No
7176-WIONM,Month-to-month,Yes,No
5141-ZUVBH,Month-to-month,No,No
1089-HDMKP,Month-to-month,Yes,No
7623-HKYRK,Month-to-month,No,No
0310-SUCIN,One year,Yes,No
5197-PYEPU,One year,Yes,No
2929-ERCFZ,Month-to-month,Yes,Yes
7548-SEPYI,Month-to-month,Yes,Yes
8835-VSDSE,Month-to-month,Yes,Yes
6619-RPLQZ,Two year,No,No
3275-RHRNE,One year,Yes,No
3503-TYDAY,Month-to-month,No,No
6901-GOGZG,Two year,Yes,No
1623-NLDOT,One year,No,Yes
7021-XSNYE,Two year,No,No
9621-OUPYD,One year,Yes,No
9898-KZQDZ,Month-to-month,Yes,Yes
8982-NHAVY,One year,Yes,No
4307-KWMXE,Month-to-month,No,No
0141-YEAYS,Month-to-month,Yes,No
2450-ZKEED,One year,No,No
3694-DELSO,Month-to-month,No,No
3893-JRNFS,Month-to-month,Yes,No
9603-OAIHC,Month-to-month,Yes,No
1133-KXCGE,One year,No,No
5236-PERKL,Two year,Yes,Yes
0142-GVYSN,Month-to-month,Yes,No
1049-FYSYG,Month-to-month,Yes,No
7854-FOKSF,Month-to-month,No,Yes
2519-FAKOD,Month-to-month,Yes,Yes
8406-LNMHF,One year,Yes,No
1821-BUCWY,Two year,Yes,No
8263-JQAIK,Month-to-month,Yes,Yes
0023-UYUPN,One year,No,No
8314-DPQHL,One year,No,No
1465-WCZVT,Month-to-month,No,No
9481-SFCQY,Month-to-month,Yes,No
6360-SVNWV,Month-to-month,Yes,No
0567-GGCAC,Month-to-month,No,No
7089-IVVAZ,Month-to-month,Yes,Yes
8884-MRNSU,One year,No,No
2171-UDMFD,Month-to-month,Yes,No
9050-IKDZA,Month-to-month,No,No
2205-YMZZJ,Month-to-month,Yes,Yes
9802-CAQUT,Two year,No,No
1254-IZEYF,Month-to-month,Yes,Yes
0187-WZNAB,Month-to-month,No,No
9492-TOKRI,Month-to-month,Yes,Yes
1475-VWVDO,Month-to-month,Yes,No
9221-OTIVJ,Month-to-month,Yes,Yes
1357-MVDOZ,Month-to-month,Yes,No
7602-MVRMB,Two year,Yes,No
3325-FUYCG,One year,No,Yes
5908-QMGOE,Month-to-month,Yes,Yes
1197-BVMVG,Month-to-month,Yes,No
5406-KGRMX,Two year,No,No
8481-YYXWG,Month-to-month,Yes,Yes
5968-HYJRZ,Two year,No,No
5198-EFNBM,One year,Yes,No
7516-GMHUV,Two year,Yes,No
7140-ADSMJ,Month-to-month,Yes,No
2230-XTUWL,Two year,No,No
7706-YLMQA,One year,No,No
2585-KTFRE,Month-to-month,Yes,No
7994-UYIVZ,Month-to-month,Yes,No
2609-IAICY,Month-to-month,Yes,Yes
1740-CSDJP,Month-to-month,Yes,Yes
7717-BICXI,Two year,No,No
6559-RAKOZ,One year,Yes,No
2636-OHFMN,Month-to-month,Yes,Yes
4716-MRVEN,One year,No,No
2143-LJULT,Two year,Yes,No
1323-OOEPC,Month-to-month,Yes,Yes
3200-MNQTF,Two year,No,No
6164-HXUGH,Month-to-month,No,No
5630-IXDXV,Month-to-month,Yes,No
0320-DWVTU,Two year,No,No
9135-MGVPY,Two year,Yes,No
1212-GLHMD,Month-to-month,Yes,No
7878-JGDKK,Month-to-month,No,No
1088-AUUZZ,Two year,Yes,No
0397-GZBBC,Month-to-month,Yes,Yes
6614-YWYSC,Two year,No,No
9588-OZDMQ,Month-to-month,Yes,No
7641-EUYET,Month-to-month,Yes,Yes
6476-EPYZR,Month-to-month,No,No
9921-ZVRHG,Month-to-month,Yes,Yes
1174-FGIFN,One year,Yes,No
6620-HVDUJ,Month-to-month,No,No
4701-MLJPN,Month-to-month,Yes,Yes
1032-MAELW,One year,Yes,No
7641-TQFHN,Two year,No,No
1552-TKMXS,Month-to-month,No,No
9206-GVPEQ,Month-to-month,Yes,Yes
8622-ZLFKO,Month-to-month,Yes,No
1596-BBVTG,Month-to-month,No,Yes
6188-UXBBR,One year,Yes,No
2333-KWEWW,Two year,No,No
5702-SKUOB,Month-to-month,No,No
1134-YWTYF,Month-to-month,Yes,No
6061-GWWAV,One year,No,No
0679-TDGAK,One year,No,No
6585-WCEWR,Two year,No,No
9067-YGSCA,One year,No,No
9067-SQTNS,One year,No,No
8433-WXGNA,Month-to-month,Yes,Yes
1776-SPBWV,One year,Yes,No
8735-SDUFN,Two year,No,No
9668-PUGNU,Two year,Yes,No
9405-GPBBG,Two year,Yes,No
1926-QUZNN,Two year,Yes,No
3707-GNWHM,Month-to-month,Yes,Yes
7016-NVRIC,One year,No,No
5829-NVSQN,One year,Yes,No
9565-AXSMR,Two year,No,No
8922-LIEGH,Month-to-month,Yes,Yes
8869-LIHMK,Two year,Yes,No
8245-UMPYT,Month-to-month,Yes,Yes
5186-SAMNZ,Month-to-month,Yes,Yes
0447-RXSGD,Month-to-month,Yes,No
4927-WWOOZ,Month-to-month,Yes,No
5788-YPOEG,Two year,No,No
5373-SFODM,Month-to-month,Yes,Yes
0661-KBKPA,One year,Yes,No
9081-WWXKP,Two year,No,No
0784-ZQJZX,Two year,No,No
3133-PZNSR,Two year,Yes,No
5766-ZJYBB,Month-to-month,No,Yes
8931-GJJIQ,Month-to-month,Yes,Yes
4277-PVRAN,Month-to-month,Yes,Yes
0022-TCJCI,One year,No,Yes
0722-SVSFK,Month-to-month,Yes,No
3612-YVGSJ,Two year,Yes,No
9825-YCXWZ,One year,Yes,No
5397-NSKQG,Two year,No,No
8565-HBFNN,One year,Yes,No
2000-DHJUY,Two year,Yes,No
0203-HHYIJ,One year,No,Yes
8670-ERCJH,Two year,No,No
7758-UJWYS,Two year,Yes,No
2050-ONYDQ,Two year,No,No
7055-JCGNI,Two year,Yes,No
0739-UUAJR,Two year,Yes,No
